0.872208968	0.761318148	0.089362527	1.722889644	0.600301492	1.813270566		2.23179389
0.199100618	0.765344612	0.409151324	1.373596554	0.308432183	0.620118736		2.099216785
0.94787794	0.249746876	0.04296981	1.240594626	0.878853207	1.443014154		1.065857972
0.63888468	0.663634685	0.640561851	1.943081215	1.078915884	0.858643451		2.221944366
0.10136044	0.356188366	0.303955713	0.761504519	0.288237368	0.184770035		1.051293824
0.968651797	0.671671107	0.298860763	1.939183667	0.994191356	1.636861994		2.200939392
0.111603547	0.007655911	0.205229901	0.324489359	0.357110139	-0.047482597		0.188482863
0.102918636	0.663223078	0.903327567	1.669469281	0.859930444	-0.098175502		2.106103911
0.377026344	0.788031353	0.475250562	1.64030826	0.553778016	0.810058899		2.278525088
0.792124746	0.074107387	0.65548493	1.521717064	1.542854984	0.450470582		0.956512353
0.068039049	0.77343221	0.41998177	1.261453029	0.186607429	0.450258285		2.055239227
0.926043616	0.133620998	0.340342289	1.400006903	1.269940964	1.001030149		0.968363639
0.70924946	0.757624994	0.517780007	1.984654461	0.956108945	1.164429128		2.400934403
0.07643487	0.75005206	0.119721806	0.946208737	-0.150078803	0.739135142		1.820884511
0.579940826	0.09285836	0.423684699	1.096483884	1.043859261	0.424696462		0.754229755
0.744447168	0.348928564	0.141220054	1.234595786	0.744328213	1.175916945		1.254182935
0.614029305	0.94215458	0.477533397	2.033717282	0.717003	1.268444949		2.753893646
